Serial Number,Topic Name,Question,Option A,Option B,Option C,Option D,Correct Answer,Difficulty Level
1269,Profit and Loss,"Given a cost price of 56 and a profit percentage of 20%, determine the selling price.",65.64,68.96,67.2,73.42,Option C: 67.2,Easy
1270,"Time, Speed, Distance",161 km distance is covered at 26 km/hr. Determine the time taken.,3.56,6.19,10.65,8.32,Option B: 6.19,Hard
1271,Time and Work,"Given A can do a work in 2 days and B in 3 days, find the total time they will take working together.",1.2,7.09,2.99,-0.48,Option A: 1.2,Easy
1272,Ratio and Proportion,A is 45 and the ratio of A to B is 1:4. What is B?,181.62,178.26,180.0,185.69,Option C: 180.0,Easy
1273,Ratio and Proportion,"If the ratio of A to B is 3:1 and A is 35, what is B?",13.8,11.67,16.0,10.4,Option B: 11.67,Hard
1274,"Time, Speed, Distance",Calculate the time taken to travel 145 km at a speed of 16 km/hr.,7.01,9.06,14.2,11.86,Option B: 9.06,Easy
1275,Pipes and Cisterns,A pipe fills a tank in 5 hours and another empties it in 2 hours. Calculate the time to fill the tank of 40 liters with both pipes open.,11.94,13.33,19.02,16.28,Option B: 13.33,Medium
1276,Ratio and Proportion,A is 10 and the ratio of A to B is 5:5. What is B?,12.49,14.42,10.0,7.32,Option C: 10.0,Hard
1277,Time and Work,How many days will it take for A and B to finish a work together if A takes 10 days and B takes 7 days?,9.97,4.12,3.03,6.96,Option B: 4.12,Medium
1278,Pipes and Cisterns,Find the time required to fill a tank of 59 liters if one pipe fills it in 7 hours and another empties it in 1 hours.,15.51,11.63,7.15,9.83,Option D: 9.83,Easy
1279,Time and Work,"If A can complete a work in 9 days and B can complete it in 1 days, how many days will they take to complete the work together?",-0.5,0.9,5.13,2.07,Option B: 0.9,Hard
1280,Ratio and Proportion,Find B given that the ratio of A to B is 5:5 and A equals 50.,48.81,54.77,50.0,51.64,Option C: 50.0,Medium
1281,Average,"Find the arithmetic mean of 86, 46, and 57.",65.55,71.99,61.05,63.0,Option D: 63.0,Medium
1282,Time and Work,"If A can complete a work in 5 days and B can complete it in 8 days, how many days will they take to complete the work together?",7.94,5.84,3.08,0.67,Option C: 3.08,Medium
1283,Average,"Calculate the average value of 49, 45, and 89.",67.61,59.4,62.67,61.0,Option D: 61.0,Easy
1284,Time and Work,How many days will it take for A and B to finish a work together if A takes 6 days and B takes 10 days?,3.75,8.82,1.09,5.6,Option A: 3.75,Easy
1285,Profit and Loss,"If the cost price is 68 and the profit percentage is 19%, calculate the selling price.",85.47,78.18,80.92,90.18,Option C: 80.92,Easy
1286,Profit and Loss,A product costs 62 and is sold at a profit of 19%. What is the selling price?,77.16,82.4,72.41,73.78,Option D: 73.78,Medium
1287,Profit and Loss,"Given a cost price of 80 and a profit percentage of 12%, determine the selling price.",89.6,90.93,85.65,97.66,Option A: 89.6,Easy
1288,Percentage,Calculate 20% of 136.,34.29,24.25,30.27,27.2,Option D: 27.2,Medium
1289,Percentage,Find 2% of 68.,5.18,1.36,-3.26,9.65,Option B: 1.36,Hard
1290,Pipes and Cisterns,"A pipe can fill a tank in 10 hours and another pipe can empty it in 3 hours. If both are open, how long will it take to fill the tank of 44 liters?",12.04,6.29,9.26,4.07,Option B: 6.29,Medium
1291,"Time, Speed, Distance","If a vehicle travels 138 km at a speed of 22 km/hr, how long will it take to cover the distance?",11.81,6.27,8.31,4.88,Option B: 6.27,Medium
1292,Algebra,"If a = 1, b = 2, and x = 3, what is ax + b?",5,12,0,7,Option A: 5,Hard
1293,Average,"Find the arithmetic mean of 38, 62, and 62.",55.72,54.0,62.54,52.02,Option B: 54.0,Easy
1294,Pipes and Cisterns,Determine the filling time for a tank of 47 liters given a fill rate of 7 hours and an empty rate of 5 hours.,24.6,23.5,21.0,27.83,Option B: 23.5,Easy
1295,Numbers,Calculate the total of 3 plus 41.,53,42,46,44,Option D: 44,Hard
1296,Average,"The average of 80, 49, and 52 is:",64.9,57.69,60.33,69.1,Option C: 60.33,Easy
1297,"Time, Speed, Distance",65 km distance is covered at 21 km/hr. Determine the time taken.,3.1,8.39,1.87,5.74,Option A: 3.1,Medium
1298,Algebra,"If a = 2, b = 5, and x = 8, what is ax + b?",21,22,20,31,Option A: 21,Easy
1299,Time and Work,"If A can complete a work in 7 days and B can complete it in 4 days, how many days will they take to complete the work together?",8.39,-0.05,4.45,2.55,Option D: 2.55,Easy
1300,Profit and Loss,A product costs 72 and is sold at a profit of 7%. What is the selling price?,80.36,72.57,77.04,85.67,Option C: 77.04,Easy
1301,Algebra,"Calculate the value of ax + b for a = 6, b = 10, and x = 3.",27,28,36,30,Option B: 28,Medium
1302,Algebra,"What does ax + b equal if a = 3, b = 6, x = 3?",25,13,15,17,Option C: 15,Easy
1303,Percentage,What is 6% of 110?,14.9,2.74,10.77,6.6,Option D: 6.6,Easy
1304,Average,"The average of 1, 42, and 42 is:",32.72,35.73,28.33,26.51,Option C: 28.33,Easy
1305,Ratio and Proportion,A is 11 and the ratio of A to B is 5:1. What is B?,-0.57,7.19,3.92,2.2,Option D: 2.2,Easy
1306,Profit and Loss,What would be the selling price if the cost price is 90 and profit is 16%?,112.81,105.71,102.36,104.4,Option D: 104.4,Medium
1307,Profit and Loss,"If the cost price is 63 and the profit percentage is 6%, calculate the selling price.",67.9,76.72,66.78,64.18,Option C: 66.78,Medium
1308,"Time, Speed, Distance","If a vehicle travels 200 km at a speed of 29 km/hr, how long will it take to cover the distance?",11.14,4.31,8.12,6.9,Option D: 6.9,Medium
1309,Ratio and Proportion,Find B given that the ratio of A to B is 5:4 and A equals 24.,19.2,16.88,23.88,22.03,Option A: 19.2,Easy
1310,Percentage,48% of 115 is what?,55.2,50.31,58.17,63.31,Option A: 55.2,Easy
1311,Average,"Calculate the average value of 52, 61, and 27.",53.31,46.67,42.13,49.11,Option B: 46.67,Hard
1312,Numbers,Calculate the total of 35 plus 26.,70,62,58,61,Option D: 61,Easy
1313,Time and Work,"A takes 8 days to finish a work and B takes 6 days. Working together, how many days will they take?",8.73,3.43,0.44,5.21,Option B: 3.43,Easy
1314,"Time, Speed, Distance",187 km distance is covered at 18 km/hr. Determine the time taken.,16.37,8.75,12.1,10.39,Option D: 10.39,Easy
1315,Average,"The average of 79, 48, and 38 is:",51.91,59.42,63.69,55.0,Option D: 55.0,Medium
1316,Pipes and Cisterns,A pipe fills a tank in 5 hours and another empties it in 3 hours. Calculate the time to fill the tank of 35 liters with both pipes open.,22.31,17.5,16.21,19.98,Option B: 17.5,Easy
1317,Profit and Loss,"Given a cost price of 50 and a profit percentage of 10%, determine the selling price.",55.0,57.95,51.71,62.74,Option A: 55.0,Hard
1318,Average,"The average of 73, 83, and 74 is:",73.84,76.67,77.79,83.32,Option B: 76.67,Easy
1319,Percentage,Determine the value of 49% of 90.,52.98,42.46,44.1,46.94,Option C: 44.1,Medium
1320,Average,"What is the mean of the numbers 34, 54, and 35?",39.61,49.96,44.98,41.0,Option D: 41.0,Easy
1321,Numbers,What is the sum of 32 and 36?,72,75,68,66,Option C: 68,Hard
1322,Percentage,Calculate 42% of 97.,40.74,46.74,42.96,39.52,Option A: 40.74,Easy
1323,Profit and Loss,A product costs 82 and is sold at a profit of 17%. What is the selling price?,94.33,103.27,95.94,97.21,Option C: 95.94,Hard
1324,Ratio and Proportion,A is 27 and the ratio of A to B is 3:5. What is B?,42.46,46.34,49.25,45.0,Option D: 45.0,Easy
1325,Numbers,Calculate the total of 13 plus 18.,28,36,37,31,Option D: 31,Hard
1326,"Time, Speed, Distance",A vehicle covers 64 km at 21 km/hr. How much time does it take?,5.85,8.72,0.4,3.05,Option D: 3.05,Hard
1327,Profit and Loss,Find the selling price of a product with a cost price of 75 and a 18% profit.,95.23,87.36,88.5,89.71,Option C: 88.5,Medium
1328,Ratio and Proportion,"If A:B = 4:1 and A is 18, determine the value of B.",4.5,1.57,6.32,10.4,Option A: 4.5,Hard
1329,Profit and Loss,Find the selling price of a product with a cost price of 59 and a 16% profit.,68.44,73.0,75.74,65.49,Option A: 68.44,Medium
1330,"Time, Speed, Distance","If a vehicle travels 66 km at a speed of 21 km/hr, how long will it take to cover the distance?",3.14,8.78,5.63,1.21,Option A: 3.14,Easy
1331,Ratio and Proportion,Find B given that the ratio of A to B is 1:5 and A equals 42.,207.13,212.09,210.0,214.22,Option C: 210.0,Easy
1332,Numbers,Add 38 and 30. What do you get?,76,68,71,65,Option B: 68,Medium
1333,Ratio and Proportion,Calculate the value of B if A:B = 2:3 and A = 35.,52.5,53.6,51.04,56.59,Option A: 52.5,Hard
1334,Profit and Loss,"Given a cost price of 83 and a profit percentage of 15%, determine the selling price.",90.66,97.49,102.08,95.45,Option D: 95.45,Hard
1335,"Time, Speed, Distance",90 km distance is covered at 22 km/hr. Determine the time taken.,6.87,8.35,1.23,4.09,Option D: 4.09,Medium
1336,Ratio and Proportion,"If A:B = 3:5 and A is 46, determine the value of B.",81.39,79.65,74.31,76.67,Option D: 76.67,Hard
1337,Algebra,"If a = 6, b = 1, and x = 8, what is ax + b?",49,52,46,58,Option A: 49,Hard
1338,"Time, Speed, Distance",Find the travel time for 66 km at 15 km/hr.,1.98,4.4,5.87,9.97,Option B: 4.4,Hard
1339,Profit and Loss,Find the selling price of a product with a cost price of 89 and a 15% profit.,110.02,103.45,99.44,102.35,Option D: 102.35,Medium
1340,Pipes and Cisterns,A pipe fills a tank in 2 hours and another empties it in 2 hours. Calculate the time to fill the tank of 52 liters with both pipes open.,0,-2.05,5.65,1.62,Option A: 0,Medium
1341,Average,"85, 93, and 95 have an average of:",89.09,91.0,99.01,94.41,Option B: 91.0,Easy
1342,"Time, Speed, Distance","If a vehicle travels 156 km at a speed of 17 km/hr, how long will it take to cover the distance?",10.34,7.62,9.18,14.8,Option C: 9.18,Easy
1343,Time and Work,Calculate the time for A and B to complete a work together if A takes 1 days and B takes 10 days individually.,0.91,6.32,2.68,-1.99,Option A: 0.91,Easy
1344,Ratio and Proportion,A is 25 and the ratio of A to B is 1:5. What is B?,127.1,129.91,123.27,125.0,Option D: 125.0,Medium
1345,Ratio and Proportion,Find B given that the ratio of A to B is 1:4 and A equals 24.,96.0,98.64,100.44,93.27,Option A: 96.0,Medium
1346,Pipes and Cisterns,A pipe fills a tank in 2 hours and another empties it in 5 hours. Calculate the time to fill the tank of 43 liters with both pipes open.,-14.33,-17.32,-12.37,-9.44,Option A: -14.33,Hard
1347,Pipes and Cisterns,Determine the filling time for a tank of 46 liters given a fill rate of 5 hours and an empty rate of 3 hours.,25.62,27.72,23.0,20.5,Option C: 23.0,Hard
1348,Average,"Find the arithmetic mean of 11, 21, and 37.",23.0,29.16,18.35,24.17,Option A: 23.0,Medium
1349,Numbers,39 added to 21 equals what?,67,56,63,60,Option D: 60,Hard
1350,Pipes and Cisterns,A pipe fills a tank in 2 hours and another empties it in 4 hours. Calculate the time to fill the tank of 36 liters with both pipes open.,-20.94,-16.84,-12.32,-18.0,Option D: -18.0,Medium
1351,Percentage,Calculate 42% of 131.,55.02,50.52,56.94,62.73,Option A: 55.02,Medium
1352,Pipes and Cisterns,Determine the filling time for a tank of 57 liters given a fill rate of 7 hours and an empty rate of 5 hours.,28.5,26.73,33.68,30.59,Option A: 28.5,Easy
1353,Average,"Find the arithmetic mean of 49, 73, and 35.",60.24,51.11,52.33,55.12,Option C: 52.33,Easy
1354,Algebra,"Find the result of a * x + b given a = 2, b = 3, x = 10.",30,18,23,26,Option C: 23,Medium
1355,Percentage,Determine the value of 26% of 120.,30.12,35.98,40.73,31.2,Option D: 31.2,Hard
1356,"Time, Speed, Distance",Calculate the time taken to travel 117 km at a speed of 27 km/hr.,10.07,1.64,7.12,4.33,Option D: 4.33,Hard
1357,Profit and Loss,"If the cost price is 78 and the profit percentage is 5%, calculate the selling price.",81.9,78.49,90.81,86.66,Option A: 81.9,Medium
1358,Time and Work,Calculate the time for A and B to complete a work together if A takes 4 days and B takes 4 days individually.,0.55,6.84,2.0,4.45,Option C: 2.0,Easy
1359,Pipes and Cisterns,"If a tank is filled by a pipe in 6 hours and emptied by another in 4 hours, how long will it take to fill the tank of 39 liters when both pipes are open?",17.8,19.5,20.57,24.51,Option B: 19.5,Medium
1360,Pipes and Cisterns,A pipe fills a tank in 1 hours and another empties it in 3 hours. Calculate the time to fill the tank of 57 liters with both pipes open.,-26.25,-22.68,-31.19,-28.5,Option D: -28.5,Easy
1361,Pipes and Cisterns,Determine the filling time for a tank of 47 liters given a fill rate of 2 hours and an empty rate of 2 hours.,0,-1.7,4.56,2.24,Option A: 0,Medium
1362,Percentage,47% of 174 is what?,90.87,81.78,83.99,77.54,Option B: 81.78,Medium
1363,Percentage,What is 26% of 122?,30.43,31.72,33.07,38.07,Option B: 31.72,Hard
1364,"Time, Speed, Distance",A vehicle covers 127 km at 12 km/hr. How much time does it take?,10.58,13.49,8.09,16.42,Option A: 10.58,Easy
1365,Pipes and Cisterns,"A pipe can fill a tank in 5 hours and another pipe can empty it in 5 hours. If both are open, how long will it take to fill the tank of 38 liters?",-2.57,1.54,0,5.81,Option C: 0,Medium
1366,Profit and Loss,"Given a cost price of 87 and a profit percentage of 6%, determine the selling price.",99.27,92.22,87.93,93.52,Option B: 92.22,Medium
1367,Time and Work,"Given A can do a work in 4 days and B in 10 days, find the total time they will take working together.",2.86,8.48,5.35,1.02,Option A: 2.86,Hard
1368,Average,"Calculate the average value of 82, 72, and 72.",81.39,75.33,71.26,80.15,Option B: 75.33,Easy
1369,Pipes and Cisterns,Find the time required to fill a tank of 45 liters if one pipe fills it in 8 hours and another empties it in 1 hours.,12.42,4.34,7.58,6.43,Option D: 6.43,Medium
1370,Time and Work,How many days will it take for A and B to finish a work together if A takes 5 days and B takes 2 days?,1.43,6.29,-0.38,4.3,Option A: 1.43,Easy
1371,"Time, Speed, Distance","If a vehicle travels 147 km at a speed of 24 km/hr, how long will it take to cover the distance?",6.12,10.19,7.94,3.52,Option A: 6.12,Hard
1372,"Time, Speed, Distance",A vehicle covers 100 km at 30 km/hr. How much time does it take?,3.33,0.86,5.62,8.36,Option A: 3.33,Hard
1373,Algebra,"What does ax + b equal if a = 6, b = 10, x = 6?",49,42,46,55,Option C: 46,Easy
1374,Algebra,"If a = 7, b = 9, and x = 3, what is ax + b?",30,38,29,33,Option A: 30,Hard
1375,Time and Work,Calculate the time for A and B to complete a work together if A takes 10 days and B takes 2 days individually.,3.61,6.82,1.67,0.61,Option C: 1.67,Easy
1376,Average,"What is the mean of the numbers 47, 18, and 64?",41.76,45.53,43.0,50.03,Option C: 43.0,Medium
1377,Ratio and Proportion,A is 19 and the ratio of A to B is 5:1. What is B?,3.8,2.54,5.17,9.74,Option A: 3.8,Medium
1378,Algebra,"Find the result of a * x + b given a = 4, b = 4, x = 3.",16,19,26,11,Option A: 16,Medium
1379,Ratio and Proportion,"If the ratio of A to B is 4:2 and A is 39, what is B?",18.27,19.5,23.88,20.57,Option B: 19.5,Medium
1380,Time and Work,"A takes 3 days to finish a work and B takes 5 days. Working together, how many days will they take?",7.81,4.66,1.88,0.02,Option C: 1.88,Easy
1381,Ratio and Proportion,Calculate the value of B if A:B = 5:1 and A = 47.,11.43,9.4,6.66,15.33,Option B: 9.4,Medium
1382,Ratio and Proportion,Find B given that the ratio of A to B is 1:2 and A equals 11.,27.66,20.79,22.0,23.8,Option C: 22.0,Easy
1383,Average,"Find the arithmetic mean of 63, 20, and 88.",58.04,57.0,53.59,65.81,Option B: 57.0,Hard
1384,Average,"What is the mean of the numbers 54, 51, and 7?",37.33,46.7,32.71,40.77,Option A: 37.33,Easy
1385,Algebra,"Find the result of a * x + b given a = 10, b = 3, x = 9.",88,94,99,93,Option D: 93,Hard
1386,Numbers,Calculate the total of 6 plus 22.,28,33,26,37,Option A: 28,Hard
1387,Average,"72, 48, and 100 have an average of:",73.33,78.23,80.57,69.87,Option A: 73.33,Easy
1388,Profit and Loss,Find the selling price of a product with a cost price of 80 and a 17% profit.,103.26,89.81,93.6,97.18,Option C: 93.6,Hard
1389,Percentage,What is 29% of 116?,41.08,32.61,33.64,36.87,Option C: 33.64,Hard
1390,Numbers,Add 11 and 27. What do you get?,44,38,40,36,Option B: 38,Hard
1391,Algebra,"Calculate the value of ax + b for a = 4, b = 8, and x = 1.",11,19,13,12,Option D: 12,Easy
1392,"Time, Speed, Distance",114 km distance is covered at 13 km/hr. Determine the time taken.,8.77,11.05,13.92,7.26,Option A: 8.77,Medium
1393,Numbers,8 added to 23 equals what?,41,33,30,31,Option D: 31,Easy
1394,Ratio and Proportion,Find B given that the ratio of A to B is 5:1 and A equals 27.,4.24,10.64,7.44,5.4,Option D: 5.4,Medium
1395,Average,"The average of 11, 15, and 26 is:",25.47,15.28,20.87,17.33,Option D: 17.33,Hard
1396,Numbers,Calculate the total of 1 plus 37.,42,45,38,37,Option C: 38,Easy
1397,"Time, Speed, Distance",57 km distance is covered at 25 km/hr. Determine the time taken.,0.13,7.49,2.28,3.72,Option C: 2.28,Hard
1398,Percentage,6% of 199 is what?,11.94,14.96,9.19,18.46,Option A: 11.94,Medium
1399,Profit and Loss,What would be the selling price if the cost price is 52 and profit is 6%?,56.48,50.97,63.95,55.12,Option D: 55.12,Easy
1400,Ratio and Proportion,Calculate the value of B if A:B = 4:2 and A = 28.,18.24,14.0,12.38,16.01,Option B: 14.0,Easy
1401,"Time, Speed, Distance",Calculate the time taken to travel 86 km at a speed of 27 km/hr.,1.24,4.9,9.11,3.19,Option D: 3.19,Easy
